Name,Buy,Gender,Age,Prefecture,City,Rank
中津川 陽子,3035,女,20,山形県,横浜市青葉区,C
吉本 直人,4259,男,20,山形県,川崎市高津区,B
桐山 知実,3930,女,30,福井県,昭島市,C
加藤 智也,3243,女,40,和歌山県,いすみ市,C
渚 淳,2267,男,40,静岡県,墨田区,S
井高 くみ子,2796,女,20,長野県,長生郡長南町,C
津田 さゆり,3305,女,40,佐賀県,八丈島八丈町,S
吉本 真綾,1026,女,40,三重県,長生郡長柄町,S
山口 七夏,836,男,20,青森県,西多摩郡檜原村,S
山本 亮介,3556,男,20,佐賀県,袖ケ浦市,B
佐藤 里佳,4041,男,20,岐阜県,日野市,A
喜嶋 春香,4295,男,40,和歌山県,香取郡東庄町,S
伊藤 亮介,2135,男,20,静岡県,匝瑳市,S
坂本 充,3582,女,20,京都府,夷隅郡大多喜町,A
青山 くみ子,2558,女,40,埼玉県,神津島村,S
鈴木 直子,3443,女,20,埼玉県,安房郡鋸南町,C
廣川 美加子,3528,女,30,広島県,清瀬市,B
笹田 康弘,2030,女,30,福井県,青梅市,A
山田 幹,2794,男,20,岩手県,印旛郡栄町,A
吉田 浩,2409,女,30,山口県,横浜市青葉区,S
吉本 真綾,3807,男,20,鹿児島県,葛飾区,B
大垣 涼平,4323,女,20,栃木県,白井市,A
山田 陽子,3932,女,40,静岡県,世田谷区,B
木村 陽一,433,女,40,京都府,横浜市港南区,C
木村 直人,1639,男,20,高知県,横浜市南区,S
青山 篤司,4496,女,20,青森県,御蔵島村,S
田辺 拓真,1570,女,30,福井県,香取郡神崎町,A
山本 陽子,1190,女,30,岐阜県,北区,B
加藤 晃,3280,男,20,山口県,浦安市,C
野村 直人,3272,女,30,石川県,国立市,B
宮沢 七夏,4397,女,40,徳島県,東大和市,C
山田 浩,1480,男,20,京都府,豊島区,B
原田 健一,2442,女,20,沖縄県,東村山市,S
伊藤 さゆり,2203,男,40,群馬県,中野区,S
浜田 篤司,2626,男,40,茨城県,長生郡白子町,S
松本 花子,2188,女,40,広島県,印旛郡本埜村,S
江古田 くみ子,4150,男,30,福井県,川崎市中原区,S
田辺 稔,722,女,30,群馬県,八王子市,S
小林 晃,292,男,20,富山県,品川区,B
青山 修平,4984,男,30,山形県,新島村,C
桐山 健一,4984,男,20,佐賀県,武蔵村山市,C
斉藤 太一,1465,女,20,山形県,大田区,B
山田 花子,1660,男,20,静岡県,武蔵村山市,A
青田 舞,2889,女,40,岩手県,横浜市旭区,C
加藤 淳,1920,男,30,広島県,横浜市西区,C
小泉 康弘,3633,女,20,山梨県,利島村,S
木村 桃子,3189,女,30,青森県,横浜市磯子区,B
宮沢 春香,4936,女,40,鹿児島県,川崎市多摩区,C
中津川 幹,113,女,20,香川県,八丈島八丈町,A
原田 淳,401,男,40,熊本県,香取郡神崎町,A
井上 あすか,3464,女,20,山口県,品川区,C
野村 舞,3347,女,20,岩手県,東村山市,S
吉田 陽子,3708,女,30,埼玉県,青ヶ島村,S
青田 洋介,3732,女,20,福島県,墨田区,S
宇野 聡太郎,3083,男,30,岐阜県,板橋区,C
若松 晃,724,女,30,神奈川県,渋谷区,C
井高 くみ子,4644,男,40,愛媛県,横浜市港北区,C
山岸 千代,4054,男,20,埼玉県,小平市,B
山本 花子,2663,男,30,島根県,富津市,B
井高 拓真,3509,男,40,熊本県,印旛郡印旛村,S
高橋 陽一,3095,男,30,福井県,江東区,C
井高 太郎,4119,男,40,静岡県,横浜市旭区,A
吉田 里佳,3098,女,30,愛媛県,横浜市港北区,A
村山 真綾,2060,男,30,佐賀県,山武郡芝山町,B
高橋 拓真,3846,女,30,島根県,渋谷区,C
中島 明美,893,男,30,佐賀県,袖ケ浦市,S
宮沢 結衣,1071,男,40,長野県,横浜市鶴見区,S
木村 結衣,4529,女,20,佐賀県,杉並区,S
小泉 あすか,4345,女,40,新潟県,日野市,A
笹田 陽子,3887,男,30,岩手県,浦安市,S
井上 里佳,1843,女,30,宮崎県,香取郡東庄町,B
加藤 直人,2520,女,30,大分県,小平市,S
加納 裕樹,2546,男,40,島根県,板橋区,C
浜田 直子,3026,女,20,静岡県,横浜市神奈川区,A
山岸 千代,1154,女,20,滋賀県,印旛郡栄町,C
小泉 零,2069,男,30,茨城県,香取郡神崎町,B
野村 直人,4536,女,20,長野県,白井市,S
小泉 修平,4977,女,30,鳥取県,あきる野市,S
浜田 明美,2135,男,30,沖縄県,西多摩郡日の出町,A
松本 裕美子,367,女,20,愛知県,小平市,A
津田 幹,654,男,30,島根県,新宿区,S
山岸 淳,4270,男,30,福島県,八千代市,S
村山 くみ子,3867,女,30,岐阜県,鴨川市,S
石田 翔太,2309,男,40,和歌山県,長生郡一宮町,S
若松 翼,2821,女,40,鳥取県,港区,C
田中 太郎,4138,女,30,兵庫県,台東区,A
小林 太郎,3515,男,30,長野県,町田市,S
江古田 真綾,1712,男,20,山口県,板橋区,C
青田 花子,321,女,40,大阪府,神津島村,C
中島 里佳,1645,女,40,山梨県,福生市,A
杉山 京助,629,男,20,三重県,川崎市中原区,A
藤本 七夏,2430,男,30,岡山県,長生郡長生村,C
藤本 美加子,2306,男,20,愛媛県,品川区,A
工藤 美加子,2318,男,30,京都府,中央区,B
笹田 直子,4236,男,40,北海道,練馬区,C
若松 零,283,女,40,栃木県,夷隅郡大多喜町,A
加藤 晃,4090,女,20,高知県,福生市,A
原田 七夏,2263,男,20,秋田県,町田市,A
杉山 知実,2644,女,40,宮崎県,目黒区,A
中村 晃,4042,女,40,富山県,西東京市,C
津田 桃子,3158,男,20,和歌山県,山武郡九十九里町,C
江古田 浩,447,女,40,熊本県,匝瑳市,S
小林 香織,3638,男,20,三重県,横浜市磯子区,S
高橋 康弘,2164,男,20,滋賀県,荒川区,A
野村 淳,4429,女,40,愛媛県,西東京市,B
江古田 零,1008,男,30,千葉県,武蔵野市,B
加納 花子,382,男,30,三重県,山武郡九十九里町,C
喜嶋 真綾,2180,男,30,富山県,西多摩郡日の出町,S
江古田 七夏,4014,女,40,岐阜県,横浜市瀬谷区,A
近藤 太一,3463,男,30,広島県,小平市,C
山本 陽一,1852,男,40,兵庫県,新宿区,S
宇野 太一,3678,女,40,東京都,多摩市,B
佐藤 舞,4745,女,30,鳥取県,西多摩郡瑞穂町,C
渡辺 拓真,3438,女,20,愛媛県,東大和市,A
田辺 拓真,100,男,20,鹿児島県,印西市,S
山本 洋介,2650,男,20,福島県,川崎市川崎区,C
村山 あすか,588,男,20,千葉県,江戸川区,A
津田 七夏,3372,女,20,大阪府,長生郡一宮町,A
原田 智也,2047,女,40,広島県,板橋区,C
青山 淳,530,女,30,石川県,清瀬市,C
山口 さゆり,2783,男,20,山梨県,長生郡睦沢町,S
中島 あすか,808,男,30,静岡県,江戸川区,B
田中 千代,2429,男,20,宮城県,大網白里市,A
佐々木 直人,1749,男,30,宮城県,横浜市南区,A
青田 直子,3821,女,40,茨城県,印旛郡印旛村,S
斉藤 聡太郎,2164,男,30,大阪府,白井市,C
津田 香織,942,女,40,大阪府,横浜市瀬谷区,B
原田 直子,3998,女,40,山口県,東久留米市,S
杉山 あすか,4677,男,30,大阪府,長生郡長柄町,S
江古田 七夏,2681,女,20,静岡県,山武郡横芝光町,A
若松 涼平,1052,男,30,愛知県,横浜市港北区,S
青田 智也,3602,男,40,福岡県,印旛郡本埜村,S
坂本 加奈,2054,男,20,山梨県,印旛郡栄町,S
吉田 明美,3474,男,40,香川県,八丈島八丈町,C
杉山 香織,1932,男,20,高知県,長生郡白子町,S
工藤 知実,1195,女,40,長野県,羽村市,S
中島 千代,2505,女,40,佐賀県,長生郡長生村,C
石田 知実,4600,男,20,静岡県,目黒区,A
吉田 晃,2480,女,30,鳥取県,安房郡鋸南町,B
渚 結衣,3734,男,40,広島県,川崎市宮前区,B
坂本 結衣,4465,女,40,山口県,台東区,S
伊藤 陽子,4333,男,30,沖縄県,川崎市高津区,B
喜嶋 智也,1136,女,40,長崎県,夷隅郡大多喜町,C
津田 さゆり,553,女,30,佐賀県,横浜市保土ケ谷区,B
杉山 香織,1929,女,40,兵庫県,西多摩郡瑞穂町,S
吉田 知実,3876,女,20,愛媛県,いすみ市,B
佐々木 治,1151,男,40,岐阜県,府中市,S
浜田 英樹,574,男,40,佐賀県,長生郡睦沢町,C
石田 翔太,1294,男,20,岡山県,北区,S
山口 太郎,2771,女,30,新潟県,我孫子市,S
加藤 拓真,4680,女,40,神奈川県,横浜市瀬谷区,B
青山 花子,3198,男,20,兵庫県,八王子市,S
小泉 洋介,4505,男,20,山形県,富津市,C
渡辺 直樹,3536,女,20,宮城県,四街道市,B
小泉 香織,2094,女,30,奈良県,横浜市青葉区,S
西之園 裕美子,1230,女,20,岩手県,我孫子市,S
石田 零,1132,女,40,青森県,川崎市中原区,S
桐山 陽子,2413,女,20,愛知県,長生郡長南町,C
三宅 明美,3217,女,20,高知県,目黒区,A
近藤 千代,710,男,40,香川県,長生郡白子町,A
桐山 裕太,1789,男,30,岐阜県,香取市,S
伊藤 篤司,4562,男,40,岩手県,目黒区,A
小林 裕太,4761,女,30,兵庫県,横浜市金沢区,B
中津川 舞,136,男,30,福井県,足立区,B
中村 裕美子,3347,女,20,香川県,長生郡長生村,B
木村 裕太,937,女,30,鹿児島県,長生郡睦沢町,B
山口 直子,3786,女,40,茨城県,印西市,A
石田 真綾,2622,男,20,愛媛県,印西市,A
佐藤 結衣,3507,女,30,愛知県,南房総市,S
青山 洋介,4640,女,30,福島県,国分寺市,C
伊藤 花子,3696,男,20,長野県,横浜市泉区,A
宇野 翼,4090,女,20,岐阜県,横浜市緑区,S
渚 桃子,314,女,20,東京都,江戸川区,A
宮沢 千代,2534,女,40,埼玉県,清瀬市,S
渡辺 千代,1884,女,30,鹿児島県,東久留米市,S
井上 千代,423,女,20,秋田県,多摩市,S
西之園 陽一,4738,女,40,宮崎県,国立市,A
村山 学,2227,女,30,富山県,清瀬市,B
加藤 陽子,4430,男,20,埼玉県,豊島区,C
吉本 康弘,1335,女,40,鳥取県,大田区,S
藤本 太郎,1999,男,30,奈良県,江東区,A
杉山 春香,1384,男,30,奈良県,八王子市,A
田辺 充,1771,女,40,徳島県,香取市,A
廣川 和也,4603,男,30,千葉県,四街道市,B
野村 舞,4432,女,20,宮城県,東村山市,B
田辺 英樹,2098,男,20,大分県,山武市,B
佐藤 明美,3815,男,40,富山県,川崎市高津区,B
原田 裕樹,1511,女,20,奈良県,山武市,C
三宅 結衣,2608,男,40,兵庫県,西多摩郡瑞穂町,A
田辺 あすか,1799,女,20,香川県,八街市,B
宇野 桃子,716,男,30,和歌山県,江東区,B
吉本 陽一,1135,女,20,群馬県,清瀬市,A
鈴木 千代,4585,女,20,三重県,羽村市,S
斉藤 美加子,3994,男,20,宮城県,富里市,A
廣川 智也,2486,女,20,兵庫県,三宅島三宅村,A
鈴木 和也,4791,男,40,福井県,大網白里市,B
小林 里佳,3940,男,30,京都府,東久留米市,C
中島 花子,1156,男,20,北海道,西多摩郡日の出町,C
西之園 真綾,2446,男,30,島根県,富里市,A
三宅 直樹,3588,女,30,群馬県,匝瑳市,A
大垣 裕美子,3090,男,30,山形県,町田市,C
近藤 裕樹,103,男,20,岡山県,千代田区,S
宮沢 太郎,514,男,30,千葉県,品川区,S
斉藤 治,4947,女,20,滋賀県,横浜市旭区,S
小泉 太郎,1033,女,40,東京都,渋谷区,A
中村 陽一,4957,女,20,青森県,西多摩郡檜原村,C
井高 篤司,3067,女,20,長野県,多摩市,C
若松 英樹,1221,女,40,奈良県,国分寺市,S
喜嶋 香織,1058,女,40,長野県,八王子市,B
佐藤 聡太郎,3296,男,20,茨城県,鎌ケ谷市,A
西之園 淳,1026,男,40,奈良県,日野市,C
山田 美加子,4892,女,20,三重県,新宿区,C
工藤 直子,774,女,20,長野県,青ヶ島村,A
小泉 裕美子,3067,男,20,埼玉県,国分寺市,S
江古田 明美,1185,女,40,高知県,国立市,A
喜嶋 さゆり,2939,男,20,山口県,千代田区,C
鈴木 春香,2024,女,30,福井県,渋谷区,C
近藤 涼平,3551,男,20,奈良県,長生郡長柄町,B
加納 翔太,1670,男,20,滋賀県,府中市,A
中津川 桃子,2206,男,20,沖縄県,鎌ケ谷市,C
村山 結衣,4389,女,20,和歌山県,横浜市港南区,B
大垣 治,3614,女,40,東京都,長生郡長南町,B
渡辺 浩,3437,女,20,大分県,町田市,B
村山 七夏,1603,女,40,山口県,八千代市,B
田中 陽子,2295,女,20,栃木県,鴨川市,B
吉本 千代,4337,男,20,神奈川県,港区,A
小泉 稔,145,男,40,群馬県,浦安市,C
小泉 智也,503,男,20,福島県,印旛郡栄町,B
大垣 翼,4502,男,40,福島県,板橋区,B
西之園 桃子,3649,女,20,岡山県,御蔵島村,B
中津川 香織,3119,女,40,鳥取県,国分寺市,S
鈴木 幹,3217,女,30,島根県,御蔵島村,B
木村 拓真,1601,女,40,秋田県,いすみ市,C
山岸 春香,4692,男,40,埼玉県,西多摩郡瑞穂町,A
山岸 花子,2404,男,20,岡山県,利島村,B
藤本 直樹,3517,女,40,兵庫県,国立市,C
青田 裕太,3796,男,20,北海道,横浜市戸塚区,C
高橋 陽子,3654,男,30,東京都,長生郡長南町,A
坂本 里佳,380,男,40,佐賀県,長生郡睦沢町,S
田中 くみ子,1549,男,20,愛媛県,横浜市港南区,C
村山 七夏,2451,男,40,埼玉県,千代田区,B
原田 直子,4873,女,30,秋田県,香取郡多古町,C
加藤 千代,1429,男,30,福井県,夷隅郡御宿町,A
杉山 篤司,3794,男,30,三重県,世田谷区,A
廣川 智也,4596,女,40,岡山県,荒川区,B
宇野 拓真,2641,女,30,和歌山県,あきる野市,B
三宅 和也,3699,女,30,滋賀県,長生郡長生村,C
佐々木 京助,3078,女,30,新潟県,御蔵島村,B
野村 幹,3132,男,40,広島県,葛飾区,C
浜田 直人,867,女,40,宮城県,大網白里市,A
喜嶋 太郎,3565,女,20,熊本県,八丈島八丈町,B
笹田 治,882,男,30,山梨県,大網白里市,B
小泉 和也,4283,女,20,香川県,西多摩郡瑞穂町,A
中島 陽子,3578,女,30,岡山県,清瀬市,S
津田 結衣,608,女,40,神奈川県,新島村,C
田辺 翼,827,男,20,栃木県,横浜市旭区,C
工藤 学,4558,女,30,山梨県,浦安市,A
笹田 亮介,3736,女,30,岡山県,横浜市泉区,C
木村 あすか,1948,男,40,兵庫県,昭島市,B
近藤 亮介,887,男,30,長崎県,羽村市,S
江古田 翔太,2078,女,30,鳥取県,袖ケ浦市,A
松本 里佳,2187,男,40,香川県,八王子市,S
宮沢 京助,4080,男,30,岡山県,横浜市港北区,C
中津川 稔,3395,女,30,熊本県,白井市,A
木村 涼平,3069,女,40,大分県,横浜市港北区,C
吉本 七夏,2749,女,40,千葉県,山武郡横芝光町,C
西之園 拓真,3252,男,20,香川県,港区,C
井上 千代,4340,女,40,群馬県,山武郡芝山町,B
田中 和也,1423,男,20,島根県,世田谷区,S
近藤 拓真,2205,女,40,群馬県,八王子市,A
原田 桃子,3075,男,40,千葉県,長生郡長南町,C
藤本 拓真,1117,女,20,千葉県,横浜市栄区,B
田辺 零,3119,男,40,福井県,武蔵村山市,B
伊藤 幹,587,女,30,富山県,横浜市瀬谷区,B
佐々木 結衣,141,女,40,長崎県,鎌ケ谷市,S
喜嶋 舞,2788,女,40,鹿児島県,横浜市泉区,A
山田 直人,4972,女,20,愛媛県,長生郡睦沢町,S
加納 明美,2114,女,40,栃木県,御蔵島村,B
佐藤 あすか,3938,女,40,熊本県,横浜市青葉区,S
小林 英樹,398,男,20,千葉県,あきる野市,C
宮沢 桃子,352,男,30,宮崎県,白井市,B
佐藤 花子,1663,男,20,鳥取県,渋谷区,A
松本 智也,1715,男,40,北海道,南房総市,C
工藤 千代,498,女,40,兵庫県,国分寺市,S
青山 裕樹,3439,男,30,福島県,川崎市川崎区,S
渡辺 美加子,909,男,40,島根県,横浜市保土ケ谷区,B
喜嶋 真綾,1419,男,30,徳島県,世田谷区,B
坂本 篤司,1321,女,40,京都府,西多摩郡日の出町,S
山口 幹,1182,男,40,新潟県,鎌ケ谷市,C
中村 零,171,女,30,群馬県,練馬区,S
井上 翼,2333,女,20,静岡県,渋谷区,A
笹田 太一,1967,女,30,群馬県,清瀬市,B
田中 七夏,2590,男,20,徳島県,夷隅郡大多喜町,S
加納 聡太郎,2961,男,40,愛媛県,目黒区,B
吉田 七夏,249,男,40,愛媛県,多摩市,C
青田 里佳,831,女,30,岩手県,印旛郡印旛村,C
廣川 香織,4697,男,20,佐賀県,四街道市,C
井上 陽一,1935,男,30,山口県,江戸川区,A
山口 幹,1131,男,30,岡山県,中央区,A
斉藤 浩,3874,女,40,兵庫県,稲城市,C
田辺 零,4342,男,30,大分県,武蔵村山市,C
伊藤 太郎,1430,女,20,大阪府,多摩市,S
大垣 陽一,3283,男,20,神奈川県,三鷹市,A
工藤 香織,1136,女,30,山形県,三宅島三宅村,S
井高 幹,2888,男,30,愛知県,荒川区,A
青田 千代,2326,女,30,福岡県,品川区,A
井上 稔,1703,女,20,神奈川県,鴨川市,B
山田 香織,496,男,20,富山県,印旛郡印旛村,B
中村 浩,1470,女,30,熊本県,香取市,S
青田 加奈,1808,女,40,愛知県,君津市,C
山口 裕樹,3105,男,20,石川県,八千代市,A
中島 真綾,2377,女,40,鳥取県,大島町,C
小泉 晃,1396,女,20,沖縄県,足立区,A
山岸 学,4948,女,20,徳島県,四街道市,C
山本 京助,650,女,20,香川県,山武市,A
小林 真綾,4056,女,20,山梨県,狛江市,B
加納 美加子,3775,女,20,千葉県,川崎市幸区,A
吉田 里佳,1309,男,30,和歌山県,武蔵野市,A
山口 結衣,1223,女,20,高知県,富津市,B
伊藤 太郎,2003,男,30,群馬県,国立市,A
井上 裕美子,1379,男,30,福岡県,長生郡一宮町,A
鈴木 晃,3098,女,40,茨城県,目黒区,A
中村 晃,4291,男,20,山口県,江東区,S
杉山 太郎,3896,男,20,愛知県,杉並区,C
村山 真綾,1839,男,40,香川県,横浜市戸塚区,S
中村 涼平,1423,女,40,奈良県,小笠原村,A
渡辺 桃子,1219,男,20,富山県,横浜市青葉区,A
野村 舞,3666,女,20,山口県,横浜市西区,C
江古田 結衣,3153,女,40,神奈川県,川崎市川崎区,A
藤本 七夏,4352,男,30,神奈川県,長生郡白子町,B
山口 真綾,1977,男,20,愛知県,印旛郡栄町,C
佐々木 洋介,3462,女,20,岡山県,東大和市,C
津田 淳,2303,女,30,静岡県,我孫子市,S
加藤 治,773,男,20,高知県,国分寺市,C
坂本 明美,3050,男,40,徳島県,青ヶ島村,C
加納 拓真,2373,男,40,滋賀県,安房郡鋸南町,B
山本 舞,1595,男,40,千葉県,横浜市中区,B
鈴木 美加子,216,男,20,石川県,日野市,C
若松 充,118,男,30,宮崎県,長生郡睦沢町,C
渚 晃,2941,女,40,香川県,富里市,C
三宅 浩,3720,女,20,愛媛県,長生郡長生村,A
山口 さゆり,942,女,30,静岡県,小金井市,S
吉本 香織,4654,女,20,高知県,夷隅郡大多喜町,S
